Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,13,104.4,loss of appetite,painless lumps,depression,lumpy virus
cow,11,103.6,fatigue,swelling in abdomen,sweats,anthrax
sheep,5,101.5,blisters on tongue,loss of appetite,lameness,foot and mouth
cow,13,102.8,shortness of breath,chest discomfort,fatigue,anthrax
cow,11,104.5,painless lumps,depression,loss of appetite,lumpy virus
cow,9,104.2,chills,chest discomfort,sweats,anthrax
sheep,2,103.2,loss of appetite,coughing,depression,pneumonia
cow,4,103.0,crackling sound,loss of appetite,swelling in muscle,blackleg
buffalo,6,102.6,difficulty walking,loss of appetite,swelling in limb,blackleg
goat,4,104.6,shortness of breath,chills,fatigue,anthrax
goat,10,100.5,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,13,101.7,depression,lameness,swelling in muscle,blackleg
sheep,9,102.1,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,8,100.5,difficulty walking,crackling sound,loss of appetite,blackleg
buffalo,11,102.4,lameness,swelling in muscle,loss of appetite,blackleg
cow,8,101.1,loss of appetite,lameness,depression,blackleg
buffalo,5,102.1,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,6,104.1,shortness of breath,chills,swelling in extremities,anthrax
sheep,6,100.9,chills,shortness of breath,chest discomfort,anthrax
cow,8,104.3,chills,shortness of breath,swelling in extremities,anthrax
cow,15,102.8,depression,coughing,loss of appetite,pneumonia
buffalo,5,104.9,chest discomfort,chills,swelling in abdomen,anthrax
cow,6,104.6,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
sheep,4,102.1,lameness,loss of appetite,crackling sound,blackleg
buffalo,15,103.1,sweats,chest discomfort,swelling in extremities,anthrax
goat,7,100.3,difficulty walking,loss of appetite,sores on mouth,foot and mouth
goat,7,103.8,difficulty walking,depression,swelling in limb,blackleg
buffalo,15,100.6,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
sheep,1,102.5,sweats,chills,swelling in abdomen,anthrax
cow,6,101.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,9,104.4,loss of appetite,nasal discharge,depression,pneumonia
sheep,10,102.3,loss of appetite,crackling sound,depression,blackleg
sheep,9,102.1,chills,chest discomfort,sweats,anthrax
goat,6,101.2,fatigue,sweats,shortness of breath,anthrax
cow,15,100.1,shortness of breath,chest discomfort,fatigue,anthrax
sheep,9,100.2,chest discomfort,fatigue,sweats,anthrax
goat,4,102.7,loss of appetite,coughing,depression,pneumonia
sheep,7,102.7,sores on gums,lameness,loss of appetite,foot and mouth
cow,15,104.5,loss of appetite,lameness,sores on hooves,foot and mouth
sheep,9,102.3,depression,crackling sound,loss of appetite,blackleg
buffalo,3,103.2,depression,difficult breathing,loss of appetite,pneumonia
goat,10,100.4,loss of appetite,depression,difficult breathing,pneumonia
cow,14,105.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,5,100.3,loss of appetite,nasal discharge,depression,pneumonia
sheep,4,103.7,painless lumps,loss of appetite,depression,lumpy virus
buffalo,9,102.3,lameness,sores on mouth,loss of appetite,foot and mouth
sheep,7,101.7,sweats,shortness of breath,chest discomfort,anthrax
goat,10,104.3,sweats,chills,swelling in extremities,anthrax
cow,11,103.0,lameness,depression,swelling in limb,blackleg
goat,2,104.3,fatigue,chest discomfort,chills,anthrax
sheep,10,101.8,shortness of breath,fatigue,chills,anthrax
buffalo,9,102.3,loss of appetite,swelling in limb,crackling sound,blackleg
buffalo,8,100.3,depression,lameness,loss of appetite,blackleg
buffalo,12,104.6,depression,loss of appetite,painless lumps,lumpy virus
sheep,9,101.1,loss of appetite,depression,swelling in muscle,blackleg
cow,6,103.8,loss of appetite,depression,painless lumps,lumpy virus
cow,9,100.3,depression,swelling in muscle,loss of appetite,blackleg
goat,8,100.3,depression,loss of appetite,difficult breathing,pneumonia
cow,11,102.2,swelling in limb,depression,difficulty walking,blackleg
buffalo,10,102.0,loss of appetite,difficult breathing,depression,pneumonia
goat,5,102.8,difficulty walking,depression,swelling in muscle,blackleg
cow,8,101.1,painless lumps,depression,loss of appetite,lumpy virus
sheep,6,100.1,fatigue,shortness of breath,chills,anthrax
sheep,2,101.3,fatigue,sweats,chest discomfort,anthrax
cow,4,102.2,difficulty walking,loss of appetite,swelling in limb,blackleg
cow,8,103.2,chest discomfort,fatigue,chills,anthrax
cow,9,102.5,loss of appetite,coughing,depression,pneumonia
goat,3,100.9,lameness,swelling in muscle,depression,blackleg
cow,5,101.9,loss of appetite,difficult breathing,depression,pneumonia
sheep,7,104.8,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,1,100.7,loss of appetite,depression,coughing,pneumonia
goat,10,101.8,loss of appetite,depression,coughing,pneumonia
buffalo,15,102.3,depression,nasal discharge,loss of appetite,pneumonia
goat,5,104.1,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,3,104.8,loss of appetite,depression,coughing,pneumonia
buffalo,3,101.4,loss of appetite,sores on gums,difficulty walking,foot and mouth
cow,14,102.2,chills,fatigue,swelling in neck,anthrax
buffalo,12,101.2,painless lumps,loss of appetite,depression,lumpy virus
cow,10,102.3,loss of appetite,lameness,sores on mouth,foot and mouth
sheep,2,103.5,loss of appetite,nasal discharge,depression,pneumonia
sheep,9,102.6,loss of appetite,depression,nasal discharge,pneumonia
buffalo,10,102.2,shortness of breath,swelling in neck,fatigue,anthrax
sheep,1,104.9,nasal discharge,depression,loss of appetite,pneumonia
buffalo,11,101.1,lameness,crackling sound,loss of appetite,blackleg
sheep,1,101.3,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,2,101.6,sores on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,15,103.1,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
buffalo,8,104.8,depression,loss of appetite,difficult breathing,pneumonia
buffalo,8,104.8,crackling sound,difficulty walking,depression,blackleg
sheep,7,101.3,fatigue,shortness of breath,chest discomfort,anthrax
sheep,1,103.1,depression,loss of appetite,difficult breathing,pneumonia
sheep,6,100.5,shortness of breath,fatigue,sweats,anthrax
buffalo,11,100.3,shortness of breath,swelling in abdomen,fatigue,anthrax
cow,7,103.9,painless lumps,loss of appetite,depression,lumpy virus
sheep,5,104.2,nasal discharge,loss of appetite,depression,pneumonia
goat,8,104.9,depression,loss of appetite,difficulty walking,blackleg
goat,10,101.6,sores on tongue,loss of appetite,difficulty walking,foot and mouth
cow,8,103.2,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,12,103.7,swelling in limb,lameness,loss of appetite,blackleg
buffalo,13,101.7,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,3,101.4,blisters on tongue,loss of appetite,lameness,foot and mouth
cow,13,100.6,loss of appetite,depression,painless lumps,lumpy virus
cow,8,100.6,swelling in extremities,chills,sweats,anthrax
goat,1,104.0,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,5,101.8,crackling sound,swelling in muscle,lameness,blackleg
cow,8,103.2,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,2,102.8,loss of appetite,blisters on hooves,lameness,foot and mouth
cow,9,101.8,lameness,loss of appetite,blisters on tongue,foot and mouth
goat,10,100.5,loss of appetite,difficulty walking,sores on mouth,foot and mouth
sheep,10,101.4,chills,sweats,fatigue,anthrax
sheep,9,103.1,depression,loss of appetite,coughing,pneumonia
sheep,9,102.3,crackling sound,lameness,loss of appetite,blackleg
cow,5,103.9,shortness of breath,chest discomfort,swelling in abdomen,anthrax
cow,2,103.7,swelling in neck,chest discomfort,chills,anthrax
buffalo,3,100.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,5,100.9,lameness,sores on tongue,loss of appetite,foot and mouth
goat,6,104.7,difficult breathing,depression,loss of appetite,pneumonia
buffalo,7,100.4,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,1,103.9,loss of appetite,difficulty walking,swelling in limb,blackleg
buffalo,8,104.9,swelling in limb,depression,loss of appetite,blackleg
cow,1,100.6,swelling in limb,crackling sound,lameness,blackleg
sheep,8,104.9,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,12,104.4,blisters on gums,difficulty walking,loss of appetite,foot and mouth
cow,2,104.0,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,102.6,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,5,100.7,loss of appetite,painless lumps,depression,lumpy virus
buffalo,11,103.6,lameness,depression,crackling sound,blackleg
sheep,10,101.0,lameness,loss of appetite,depression,blackleg
goat,3,101.6,difficulty walking,loss of appetite,swelling in muscle,blackleg
cow,7,104.4,crackling sound,swelling in muscle,lameness,blackleg
cow,7,101.1,depression,difficult breathing,loss of appetite,pneumonia
cow,14,102.5,swelling in limb,depression,crackling sound,blackleg
goat,5,102.0,sores on tongue,lameness,loss of appetite,foot and mouth
sheep,4,101.3,painless lumps,loss of appetite,depression,lumpy virus
sheep,8,100.8,shortness of breath,swelling in extremities,fatigue,anthrax
sheep,3,103.5,loss of appetite,depression,painless lumps,lumpy virus
cow,13,102.5,depression,loss of appetite,coughing,pneumonia
sheep,3,102.1,swelling in abdomen,chills,sweats,anthrax
cow,5,104.8,crackling sound,depression,swelling in muscle,blackleg
goat,5,100.5,loss of appetite,crackling sound,swelling in muscle,blackleg
goat,2,101.1,loss of appetite,depression,nasal discharge,pneumonia
goat,1,102.2,depression,loss of appetite,coughing,pneumonia
buffalo,1,102.3,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,2,100.4,loss of appetite,nasal discharge,depression,pneumonia
buffalo,10,103.5,lameness,swelling in muscle,depression,blackleg
sheep,2,104.9,depression,lameness,crackling sound,blackleg
sheep,6,100.5,shortness of breath,swelling in extremities,sweats,anthrax
buffalo,2,102.4,swelling in neck,sweats,chest discomfort,anthrax
buffalo,5,100.8,sweats,fatigue,chest discomfort,anthrax
goat,2,100.5,loss of appetite,nasal discharge,depression,pneumonia
buffalo,7,102.4,loss of appetite,depression,difficult breathing,pneumonia
goat,1,101.8,loss of appetite,depression,painless lumps,lumpy virus
goat,7,102.6,loss of appetite,nasal discharge,depression,pneumonia
buffalo,9,102.5,loss of appetite,nasal discharge,depression,pneumonia
buffalo,5,102.6,difficult breathing,loss of appetite,depression,pneumonia
cow,15,104.0,lameness,depression,loss of appetite,blackleg
cow,12,102.3,chills,shortness of breath,fatigue,anthrax
buffalo,13,102.8,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,9,103.1,swelling in abdomen,shortness of breath,sweats,anthrax
buffalo,4,100.4,painless lumps,depression,loss of appetite,lumpy virus
sheep,10,101.5,lameness,sores on hooves,loss of appetite,foot and mouth
goat,1,104.3,loss of appetite,lameness,blisters on hooves,foot and mouth
goat,6,100.0,loss of appetite,painless lumps,depression,lumpy virus
cow,12,104.3,painless lumps,depression,loss of appetite,lumpy virus
sheep,9,104.9,fatigue,swelling in neck,chest discomfort,anthrax
buffalo,15,102.5,chills,swelling in neck,sweats,anthrax
buffalo,1,105.0,painless lumps,depression,loss of appetite,lumpy virus
buffalo,12,100.3,depression,difficult breathing,loss of appetite,pneumonia
goat,4,101.7,chills,chest discomfort,sweats,anthrax
goat,7,101.9,loss of appetite,coughing,depression,pneumonia
buffalo,2,102.5,coughing,loss of appetite,depression,pneumonia
cow,9,102.8,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,1,104.8,sores on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,3,100.2,loss of appetite,sores on hooves,difficulty walking,foot and mouth
cow,7,102.9,chills,fatigue,shortness of breath,anthrax
goat,10,101.3,lameness,blisters on hooves,loss of appetite,foot and mouth
sheep,5,101.1,fatigue,chest discomfort,chills,anthrax
sheep,7,101.8,shortness of breath,chills,sweats,anthrax
sheep,4,102.3,blisters on gums,loss of appetite,difficulty walking,foot and mouth
goat,9,103.1,difficulty walking,depression,swelling in muscle,blackleg
goat,9,101.1,crackling sound,lameness,loss of appetite,blackleg
buffalo,5,103.0,depression,lameness,loss of appetite,blackleg
buffalo,14,104.9,difficult breathing,depression,loss of appetite,pneumonia
sheep,5,101.5,painless lumps,loss of appetite,depression,lumpy virus
cow,15,104.7,depression,painless lumps,loss of appetite,lumpy virus
cow,12,102.1,loss of appetite,difficult breathing,depression,pneumonia
goat,10,104.7,chest discomfort,swelling in extremities,sweats,anthrax
sheep,1,104.7,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,5,100.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,6,103.1,swelling in limb,lameness,crackling sound,blackleg
sheep,9,104.5,loss of appetite,painless lumps,depression,lumpy virus
sheep,2,100.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,9,100.4,difficulty walking,depression,loss of appetite,blackleg
goat,3,101.8,painless lumps,loss of appetite,depression,lumpy virus
goat,3,104.8,difficulty walking,sores on hooves,loss of appetite,foot and mouth
sheep,7,100.0,sores on tongue,loss of appetite,difficulty walking,foot and mouth
goat,2,104.0,fatigue,sweats,swelling in abdomen,anthrax
cow,13,102.9,shortness of breath,sweats,swelling in neck,anthrax
buffalo,4,102.1,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
cow,9,100.7,difficulty walking,swelling in limb,depression,blackleg
goat,5,100.0,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,7,102.9,lameness,swelling in muscle,crackling sound,blackleg
sheep,10,100.4,depression,coughing,loss of appetite,pneumonia
buffalo,12,100.2,shortness of breath,chest discomfort,sweats,anthrax
cow,6,100.0,lameness,loss of appetite,sores on gums,foot and mouth
cow,6,101.8,depression,crackling sound,swelling in muscle,blackleg
buffalo,1,101.8,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,10,103.5,loss of appetite,difficulty walking,sores on hooves,foot and mouth
cow,11,101.7,painless lumps,depression,loss of appetite,lumpy virus
sheep,8,100.2,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,12,105.0,depression,loss of appetite,coughing,pneumonia
cow,11,101.3,lameness,depression,crackling sound,blackleg
cow,5,102.2,coughing,depression,loss of appetite,pneumonia
goat,1,100.5,chills,chest discomfort,sweats,anthrax
buffalo,11,103.2,shortness of breath,chills,fatigue,anthrax
sheep,1,101.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,2,103.4,loss of appetite,depression,painless lumps,lumpy virus
cow,14,103.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,104.9,shortness of breath,fatigue,chills,anthrax
sheep,3,101.3,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,4,104.5,crackling sound,loss of appetite,swelling in muscle,blackleg
cow,11,100.8,loss of appetite,depression,nasal discharge,pneumonia
goat,7,102.8,lameness,loss of appetite,blisters on gums,foot and mouth
buffalo,7,100.3,chest discomfort,swelling in abdomen,shortness of breath,anthrax
buffalo,1,100.1,loss of appetite,crackling sound,swelling in limb,blackleg
sheep,7,100.6,loss of appetite,swelling in muscle,difficulty walking,blackleg
cow,10,101.5,chills,sweats,swelling in neck,anthrax
cow,14,103.6,fatigue,chills,sweats,anthrax
sheep,5,100.2,loss of appetite,swelling in limb,crackling sound,blackleg
buffalo,3,104.5,blisters on mouth,lameness,loss of appetite,foot and mouth
sheep,6,103.2,swelling in muscle,crackling sound,difficulty walking,blackleg
cow,9,103.2,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,7,103.7,swelling in limb,loss of appetite,lameness,blackleg
sheep,8,101.7,loss of appetite,depression,swelling in limb,blackleg
